,lower_bound,upper_bound
rxn20649_m0,0,1000
rxn21324_c0,0,6.40504148
rxn21324_r0,0,0
rxn21635_c0,0,0.008427686
rxn21635_n0,0,0
rxn22111_m0,0,0.008427686
rxn22116_m0,0,0.008427686
rxn23155_d0,0,0
rxn23415_d0,0,0
rxn23772_c0,0,0
rxn23773_c0,0,0
rxn23801_c0,0,0
rxn23801_r0,0,0
rxn23803_c0,0,0
rxn23805_d0,0,0.013062914
rxn24109_d0,0,4.142629131
rxn24131_c0,0,0
rxn24286_c0,0,0
rxn24310_d0,0,0.08216994
rxn24312_d0,0,0.08216994
rxn24330_d0,0,0.08216994
rxn24330_x0,0,0
rxn24348_c0,0,0
rxn24358_d0,0,0
rxn24360_d0,0,0
rxn24362_d0,0,0
rxn24404_c0,-1000,1000
rxn24508_d0,0,1.264152924
rxn24928_c0,0,0
rxn25371_c0,0,0
rxn25441_c0,0,0
rxn25468_m0,0,0.008427686
rxn25469_m0,0,0.008427686
rxn25475_m0,0,0.008427686
rxn25480_m0,0,0.008427686
rxn25630_c0,0,0
rxn25637_d0,0,29.91828586
rxn25641_d0,-29.91828586,-4.51E-13
rxn25647_d0,0,29.91828586
rxn25649_d0,-29.91828586,0
rxn25661_d0,0,0
rxn25662_d0,0,0
rxn25716_d0,0,2.191198401
rxn25718_d0,-2.191198401,0
rxn25719_d0,0,2.191198401
rxn25743_d0,0,29.91828586
rxn25747_d0,-29.91828586,0
rxn25750_d0,-29.91828586,0
rxn25762_d0,0,0
rxn25762_r0,0,0
rxn25762_x0,0,0
rxn25847_c0,0,0
rxn25848_c0,0,0
rxn26013_d0,0,2.022644678
rxn26037_d0,0,0
rxn26477_d0,-0.522095157,8.33E-16
rxn26754_d0,0,500
rxn27029_d0,0,0.008427686
rxn27030_d0,0,0.008427686
rxn27259_c0,0,1000
rxn27259_d0,0,338.1753621
rxn27259_n0,0,0
rxn27266_c0,0,333.3333333
rxn27266_d0,-338.1753621,0
rxn27318_c0,-9.439008497,0
rxn27318_d0,0,0
rxn27318_m0,0,0
rxn27360_d0,-1000,1000
rxn27360_m0,0,0
rxn27360_x0,0,0
rxn27415_c0,-2.528305847,0
rxn27497_d0,0,14.49562019
rxn27709_d0,0,2.022644678
rxn27927_d0,0,3.20252074
rxn28082_d0,0,2.022644678
rxn28083_d0,0,63.14485992
rxn28487_d0,0,0
rxn28606_d0,0,1.264152924
rxn28615_d0,0,2.022644678
rxn29086_d0,-1000,1000
rxn29086_m0,-1000,0
rxn29086_x0,0,0
rxn29122_m0,0,0.008427686
rxn29240_d0,-1000,1000
rxn29240_m0,-1000,1000
rxn29240_v0,0,0
rxn29246_d0,-1000,0
rxn29318_d0,-1000,1000
rxn29318_m0,-1000,1000
rxn29318_v0,0,0
rxn29325_d0,-0.522095158,0
rxn29325_m0,0,0
rxn29325_v0,0,0
rxn29342_d0,0,0
rxn29342_m0,0,0
rxn29342_v0,0,0
rxn29733_d0,-1000,1000
rxn29733_m0,0,0.058993803
rxn29733_v0,0,0
rxn29733_x0,0,0
rxn29785_d0,-1000,1000
rxn29785_m0,-1000,1000
rxn29919_d0,-1000,1000
rxn30639_d0,-675.2136752,0
rxn30639_m0,-506.2533783,1000
rxn30639_x0,0,0
rxn31154_d0,0,1000
rxn31160_m0,-1000,1000
rxn31167_d0,-1000,1000
rxn31167_m0,-1000,1000
rxn31167_x0,0,0
rxn31168_d0,-1000,1000
rxn31168_m0,-1000,1000
rxn31168_x0,0,0
rxn31169_d0,-1000,1000
rxn31169_m0,0,0
rxn31169_x0,0,0
rxn31240_c0,-2.56E-13,1000
rxn31358_d0,-1000,1000
rxn31768_d0,0,0.0214906
rxn31768_m0,0,0
rxn31768_r0,0,0
rxn31828_d0,-1000,1000
rxn31828_m0,-1000,1000
rxn31828_v0,0,0
rxn31927_d0,-1000,1000
rxn32037_d0,0,0
rxn32037_m0,0,0
rxn32037_x0,0,0
rxn32435_d0,-2.98E-13,1000
rxn32435_m0,0,0
rxn32435_x0,-1000,0
rxn32592_d0,0,0
rxn32592_m0,0,0
rxn32592_x0,0,0
rxn32628_d0,-1000,1000
rxn32628_m0,-1000,1000
rxn32628_v0,0,0
rxn33186_d0,-1000,1000
rxn33186_m0,-1000,1000
rxn34362_d0,-0.211093307,0.310981619
rxn34364_d0,-1000,1000
rxn35347_j0,-2.24E-12,333.3333333
rxn37018_c0,0,550
rxn37018_d0,0,0
rxn37266_c0,-1000,1000
rxn37266_d0,0,0
rxn37324_d0,0,0
rxn37324_r0,0,0
rxn37324_x0,0,0
rxn37585_c0,0,550
rxn37610_d0,0,0.0214906
rxn37610_m0,0,0
rxn37610_r0,0,0
rxn37651_d0,0,0
rxn37695_c0,-1000,1000
rxn37863_c0,0,0
rxn38788_m0,-0.008427686,0
rxn38788_x0,0,0
rxn38795_m0,-0.050566117,0
rxn39241_d0,0,4.18375624
rxn39241_m0,0,0
rxn39241_v0,0,0
rxn39242_d0,-1000,1000
rxn39242_m0,-1000,1000
rxn39242_v0,0,0
rxn39243_d0,-1000,1000
rxn39243_m0,-1000,1000
rxn39243_v0,0,0
rxn39244_d0,-0.095738515,0
rxn39245_c0,-2.528305847,0
rxn39246_c0,-2.191198401,0
rxn39247_c0,-2.191198401,0
rxn39248_c0,-2.528305847,0
rxn39249_m0,-0.008427686,0
rxn39250_c0,0,0.025283058
rxn39251_c0,0,0.025283058
rxn39252_c0,0,0.025283058
rxn39253_d0,-0.008427686,0
rxn39253_m0,0,0.008427686
rxn39254_m0,-0.008427686,0
rxn39255_d0,-0.013062914,0
bio1_biomass,0,84.27686158
bio2_biomass,0,0
EX_cpd00209_e0,-1000,0
EX_cpd00013_e0,-939.7590361,1000
EX_cpd00011_e0,-201.3221154,1000
EX_cpd00007_e0,-1000,125
EX_cpd00067_e0,-1000,939.7590361
EX_cpd00001_e0,-570.8762887,1000
EX_cpd00204_e0,0,0.008427686
EX_cpd00073_e0,-593.6464447,555.2208835
EX_cpd00048_e0,-6.740379112,0
EX_cpd11632_e0,-1000,0
EX_cpd00076_e0,-347.1976151,6.443298969
EX_cpd00099_e0,-17.69814093,0
EX_cpd00075_e0,-416.6666667,1000
EX_cpd00009_e0,-29.63157598,-3.69E-13
EX_cpd00205_e0,-25.87299651,0
DM_cpd11416_c0,0,84.27686158
DM_cpd02701_c0,0,0.008427686
